consumer_id energy producer_id
10074 640 10053
10065 1792 10017
10013 861 10048
10037 1321 10026
10079 1711 10012
10063 1966 10065
10080 759 10081
10055 1086 10068
10075 1819 10003
10041 1734 10063
10068 1264 10010
10055 1373 10026
10038 1290 10023
10033 1200 10075
10001 1902 10027
10012 1704 10030
10077 936 10015
10051 1054 10052
10041 1148 10013
10048 563 10001
10042 1059 10023
10053 639 10023
10045 1153 10057
10065 514 10051
10084 1973 10033
10071 1333 10080
10057 987 10055
10048 1718 10058
10074 613 10033
10035 987 10055
10033 949 10014
10066 1125 10084
10060 1824 10058
10010 788 10002
10059 1018 10009
10076 1170 10061
10048 705 10029
10057 951 10078
10040 951 10002
10065 1787 10061
10011 754 10000
10020 1743 10010
10040 863 10033
10082 1401 10046
10066 826 10018
10045 1286 10059
10070 1268 10079
10019 1205 10011
10026 803 10009
10001 872 10048
10037 1645 10002
10026 1538 10068
10008 1828 10023
10052 503 10084
10041 1623 10010
10049 1563 10080
10047 1790 10076
10006 1007 10039
10040 502 10028
10001 1163 10081
10020 771 10027
10030 699 10021
10033 1070 10075
10013 741 10077
10012 1318 10005
10075 1870 10034
10028 1789 10067
10022 547 10033
10052 552 10071
10051 1687 10011
10051 1003 10068
10045 1608 10038
10063 594 10021
10046 1715 10011
10020 623 10024
10032 982 10083
10047 1716 10068
10031 1080 10034
10084 1857 10005
10079 1936 10005
10012 647 10047
10061 744 10013
10012 949 10038
10002 1416 10058
10054 1884 10060
10049 1787 10007
10033 1073 10024
10013 1770 10061
10011 1863 10001
10031 563 10052
10023 1522 10040
10033 1999 10001
10077 1312 10037
10059 1640 10069
10033 1962 10002
10045 768 10006
10024 1169 10011
10071 1779 10019
10058 1367 10037
10026 1466 10059
10059 1384 10015
10075 1209 10012
10077 1802 10073
10021 762 10069
10036 868 10052
10020 1207 10077
10020 937 10073
10016 898 10018
10029 606 10028
10032 686 10080
10029 1071 10004
10054 562 10025
10021 1446 10055
10006 801 10078
10072 1326 10061
10000 1945 10015
10069 1427 10007
10033 1158 10074
10014 1855 10034
10067 911 10055
10023 1134 10046
10017 1472 10055
10038 561 10083
10072 1614 10018
10038 1274 10054
10017 1391 10013
10049 953 10077
10037 1991 10026
10067 1638 10027
10042 1921 10082
10051 1093 10039
10010 1074 10040
10079 821 10034
10020 1443 10025
10035 1899 10016
10055 830 10003
10021 1249 10044
10011 1113 10047
10050 504 10071
10079 1519 10067
10003 788 10028
10058 1798 10035
10058 1478 10077
10009 1246 10032
10056 1803 10062
10057 1753 10037
10077 686 10079
10049 1984 10060
10044 865 10014
10015 1771 10031
10034 839 10044
10075 1166 10012
10058 636 10067
10045 1533 10014
10024 1427 10042
10011 1675 10068
10000 1973 10039
10006 1396 10014
10017 831 10083
10038 1960 10003
10074 1435 10055
10037 1185 10054
10036 1131 10065
10061 1525 10028
10018 1296 10010
10056 747 10062
10066 1004 10043
10001 1852 10019
10059 1834 10026
10026 1869 10065
10083 648 10052
10022 1982 10051
10062 1609 10077
10020 1357 10059
10036 1294 10028
10050 936 10022
10059 1655 10004
10001 526 10058
10007 1956 10008
10022 1587 10054
10050 1927 10051
10028 834 10019
10025 1817 10083
10083 944 10048
10062 1657 10020
10011 975 10012
10057 1664 10079
10040 1248 10025
10062 747 10005
10017 1198 10044
10038 832 10026
10059 846 10021
10067 961 10023
10057 1255 10028
10014 775 10030
10071 1959 10015
10054 1499 10060
10012 1186 10013
10050 958 10063
10039 1640 10049
10071 1295 10059
10020 1611 10041
10017 1098 10067
10064 563 10009
10010 840 10061
10001 1117 10047
10066 858 10036
10004 1064 10005
10025 1132 10079
10047 1781 10057
10054 1217 10044
10068 1168 10006
10051 509 10060
10080 893 10076
10070 1769 10075
10078 836 10055
10054 682 10009
10061 709 10024
10022 1263 10019
10032 621 10048
10042 1008 10060
10083 1472 10081
10026 559 10066
10069 507 10000
10000 1398 10072
10050 1411 10040
10038 1225 10079
10063 1857 10018
10053 810 10082
10044 1010 10023
10014 1281 10041
10020 873 10010
10008 1774 10010
10037 1970 10014
10037 1492 10077
10055 1890 10023
10079 976 10065
10029 1029 10043
10059 1889 10026
10029 1315 10030
10042 1219 10082
10004 836 10030
10033 1628 10022
10040 1702 10045
10076 1574 10006
10037 1068 10050
10044 1491 10062
10064 791 10001
10006 976 10008
10029 867 10045
10019 1133 10074
10067 579 10039
10041 844 10011
10077 804 10035
10074 1169 10047
10066 840 10059
10036 569 10022
10063 1692 10069
10076 947 10011
10012 1571 10017
10037 1149 10027
10040 1264 10053
10018 1846 10025
10018 1453 10036
10069 1218 10058
10031 835 10029
10061 1687 10008
10026 874 10030
10037 1600 10029
10032 1679 10055
10018 677 10013
10016 1558 10033
10032 1911 10081
10051 1169 10024
10005 1608 10025
10003 916 10082
10045 670 10033
10068 1262 10007
10043 1891 10032
10080 1822 10038
10066 507 10033
10027 1931 10053
10041 1446 10016
10007 1329 10078
10038 1972 10069
10060 1796 10044
10043 1697 10073
10007 788 10002
10024 1560 10083
10040 605 10051
10016 845 10067
10057 1528 10055
10040 958 10002
10026 1640 10064
10078 1229 10026
10079 837 10045
10018 1695 10057
10073 964 10079
10039 640 10035
10047 1759 10035
10000 1919 10078
10002 1210 10051
10055 603 10039
10048 1590 10035
10062 734 10019
10072 1379 10027
10019 1273 10057
10023 861 10080
10083 1300 10030
10072 887 10005
10032 1999 10054
10048 1404 10063
10039 976 10080
10019 1680 10001
10076 1312 10052
10002 1480 10045
10078 1590 10075
10082 1094 10049
10063 1304 10074
10017 1085 10042
10063 784 10078
10028 1702 10048
10063 1879 10044
10012 619 10000
10065 1999 10077
10081 1182 10013
10022 1189 10076
10022 1880 10002
10013 1097 10056
10061 835 10029
10004 1477 10018
10046 1911 10050
10010 771 10048
10030 576 10040
10006 1540 10040
10017 1529 10013
10029 705 10038
10015 1437 10016
10008 1126 10084
10021 854 10060
10054 1798 10007
10050 1235 10005
10011 893 10040
10064 1018 10000
10020 610 10070
10068 732 10061
10045 1282 10027
10074 1171 10044
10025 745 10012
10043 1106 10028
10051 1920 10040
10018 510 10084
10042 1582 10062
10048 1289 10080
10056 1997 10071
10081 1478 10024
10072 829 10035
10050 1944 10045
10040 1458 10027
10021 886 10019
10059 1394 10084
10073 550 10084
10002 1776 10032
10026 516 10038
10075 931 10048
10078 540 10019
10057 1960 10081
10078 1570 10079
10049 933 10029
10004 795 10079
10029 1336 10084
10008 1895 10048
10073 901 10071
10084 750 10047
10031 1312 10077
