consumer_id energy producer_id
10047 1176 10046
10016 1265 10078
10081 758 10020
10030 1740 10051
10018 1742 10021
10054 745 10072
10033 762 10037
10038 1229 10043
10035 978 10020
10075 1573 10016
10011 676 10066
10067 550 10045
10069 595 10017
10039 1036 10008
10008 1108 10003
10029 1119 10045
10052 1891 10003
10084 1667 10052
10063 1189 10037
10030 1351 10053
10072 791 10032
10060 1733 10011
10068 1530 10039
10059 1610 10043
10073 1945 10074
10070 1691 10006
10027 1468 10038
10074 524 10071
10002 1949 10056
10076 1412 10068
10051 1357 10045
10060 1409 10037
10014 1034 10025
10018 1528 10052
10051 1335 10021
10003 691 10074
10047 1792 10061
10003 1838 10042
10064 1636 10010
10077 589 10018
10047 1412 10031
10007 549 10024
10077 715 10059
10032 889 10012
10004 738 10049
10072 799 10004
10075 547 10008
10056 1719 10042
10024 1986 10040
10013 558 10017
10032 1381 10067
10036 884 10037
10055 1888 10020
10062 1298 10030
10057 628 10052
10008 747 10036
10071 1445 10006
10034 1470 10022
10015 837 10026
10006 506 10053
10013 747 10047
10027 1978 10042
10077 712 10065
10007 1953 10079
10072 1616 10027
10045 976 10036
10018 1887 10076
10007 1944 10052
10014 1731 10025
10047 620 10079
10007 1437 10006
10073 1881 10004
10070 652 10035
10033 1836 10064
10057 1689 10053
10074 1894 10035
10051 1620 10005
10029 800 10005
10006 1086 10041
10078 1558 10006
10003 1097 10077
10005 1938 10069
10037 745 10031
10067 1131 10008
10020 1454 10017
10042 759 10010
10003 1663 10018
10012 1496 10049
10048 1793 10047
10072 648 10027
10080 595 10075
10074 1718 10003
10051 1685 10039
10082 1471 10051
10051 845 10025
10041 1643 10081
10001 763 10053
10052 1956 10027
10001 892 10058
10010 1233 10035
