consumer_id energy producer_id
10071 1559 10001
10038 1508 10057
10079 1637 10011
10049 1638 10001
10003 1149 10004
10049 1063 10019
10071 1673 10029
10014 600 10046
10052 885 10012
10012 1469 10061
10019 1199 10074
10044 830 10076
10023 1555 10037
10040 1419 10028
10041 1089 10055
10049 747 10034
10042 1054 10066
10047 1318 10013
10071 885 10074
10038 1805 10046
10055 742 10029
10009 819 10008
10065 1185 10024
10025 1693 10041
10059 1054 10000
10070 1871 10028
10017 1428 10033
10081 762 10078
10064 1408 10022
10054 1364 10025
10084 1297 10031
10011 1794 10058
10029 1483 10075
10006 994 10029
10041 1719 10048
10071 537 10014
10078 734 10019
10034 1797 10076
10000 948 10037
10039 679 10019
10004 545 10020
10006 1326 10071
10074 1492 10062
10018 1467 10050
10031 1782 10040
10024 1313 10077
10075 712 10064
10071 1660 10044
10035 1102 10044
10068 1143 10021
10030 700 10046
10023 1075 10010
10010 1698 10072
10017 588 10010
10002 1779 10069
10057 1831 10056
10053 719 10068
10016 614 10053
10005 718 10043
10035 1756 10053
10001 1250 10006
10016 1531 10028
10033 724 10059
10068 1564 10020
10012 1188 10001
10067 971 10079
10059 981 10067
10049 551 10031
10019 871 10060
10022 1054 10059
10058 700 10016
10051 1367 10081
10056 1788 10020
10007 1873 10022
10060 556 10083
10041 1845 10069
10047 1603 10020
10022 1361 10025
10083 1588 10053
10025 1612 10028
10070 1241 10044
10025 1245 10000
10079 1723 10059
10076 818 10039
10035 1769 10004
10063 1409 10047
10066 1036 10082
10019 605 10061
10002 1558 10070
10074 1589 10056
10001 1016 10006
10037 587 10023
10007 1836 10072
10054 764 10053
10082 1125 10027
10081 643 10056
10020 540 10041
10007 1316 10071
10034 604 10076
10045 1703 10065
10065 639 10064
10022 1978 10065
10027 506 10025
10084 1370 10053
10019 1803 10029
10038 684 10030
10038 1707 10083
10076 1525 10069
10025 717 10083
10057 1407 10018
10016 908 10017
10067 1206 10031
10027 1149 10031
10012 902 10054
10042 654 10023
10004 1749 10072
10012 704 10072
10036 1494 10051
10084 1508 10038
10024 1124 10045
10038 963 10026
10075 763 10054
10048 1810 10055
10066 1498 10028
10009 804 10019
10019 787 10041
10081 1051 10015
10041 739 10061
10056 829 10052
10013 1341 10006
10049 1179 10012
10063 1303 10040
10080 1728 10054
10049 1374 10047
10035 1564 10043
10013 980 10055
10068 1407 10005
10032 1258 10082
10002 1452 10048
10035 1601 10047
10062 1377 10019
10028 1401 10061
10046 631 10008
10076 1280 10081
10035 650 10025
10038 1317 10058
10005 1948 10066
10059 1389 10056
10046 982 10032
10029 1074 10036
10012 1025 10019
10080 525 10058
10018 1132 10032
10031 1262 10051
10065 632 10078
10014 735 10068
10056 1032 10072
10027 541 10084
10060 1341 10006
10051 822 10015
10041 1994 10061
10007 600 10020
10012 1761 10031
10022 819 10044
10054 846 10070
10067 820 10059
10013 1768 10003
10081 1744 10019
10029 1415 10011
10044 1245 10005
10073 1422 10084
10000 1316 10017
10032 1553 10045
10075 1526 10064
10062 1711 10001
10012 1884 10042
10000 1735 10069
10007 694 10032
10065 920 10040
10054 710 10051
10081 1294 10039
10003 762 10000
10043 1593 10067
10049 1493 10028
10042 1683 10045
10000 1973 10027
10012 837 10010
10051 1831 10077
10022 1629 10009
10059 739 10042
10011 1366 10079
10010 1107 10026
10043 1478 10083
10083 1547 10045
10032 698 10043
10064 1624 10079
10058 1177 10039
10034 1826 10084
10050 746 10017
10048 1222 10019
10043 1603 10041
10015 650 10016
10016 860 10036
10065 827 10081
10065 1331 10037
10050 1535 10025
10075 521 10084
10061 1656 10073
10009 1296 10068
10007 1876 10056
10062 1124 10003
10067 940 10050
10069 1376 10040
10070 1031 10011
10006 1719 10029
10029 1906 10070
10005 665 10006
10025 1818 10054
10013 1912 10008
10052 1414 10039
10012 1039 10007
10019 1809 10066
10026 1408 10062
10040 1604 10003
10053 737 10046
10046 790 10050
10041 1945 10066
10029 1205 10017
10061 1060 10066
10073 1985 10033
10021 1715 10042
10036 512 10075
10058 1704 10000
10017 1403 10022
10045 1446 10065
10076 1532 10077
10031 1070 10061
10018 567 10027
10013 1462 10032
10079 1300 10062
10083 1161 10011
10084 910 10044
10054 1776 10079
10067 1738 10060
10079 817 10054
10044 944 10075
10025 1294 10080
10019 876 10036
10052 946 10071
10079 1766 10009
10045 1680 10007
10032 1888 10000
10052 1621 10056
10054 1519 10031
10036 571 10063
10083 1753 10080
10033 1172 10079
10008 1252 10063
10060 1101 10046
10001 1436 10008
10017 1005 10064
10068 1699 10028
10002 1055 10043
10076 943 10006
10081 985 10018
10040 501 10062
10049 1477 10002
10071 1797 10011
10036 651 10024
10079 1913 10002
10051 945 10071
10003 1531 10062
10048 533 10034
10014 1562 10068
10007 525 10031
10012 1546 10029
10035 1081 10080
10029 1143 10067
10039 793 10026
10018 1547 10046
10077 884 10016
10049 1525 10045
10039 1324 10032
10024 1597 10049
10005 1218 10032
10009 517 10036
10043 937 10032
10012 792 10010
10025 1019 10074
10034 1655 10051
10015 1827 10011
10041 975 10069
10021 1540 10024
10028 1339 10064
10039 606 10079
10083 1935 10011
10004 1380 10070
10076 1137 10069
10015 1037 10047
10083 1176 10084
10039 1848 10076
10053 1764 10071
10062 1266 10036
10011 1113 10056
10061 1380 10083
10072 1505 10054
10074 852 10027
10021 1990 10007
10070 1754 10062
10034 797 10060
10063 1042 10064
10044 785 10042
10065 648 10022
10005 1825 10076
10029 1951 10065
10066 1682 10081
10035 1922 10076
10027 1509 10053
10013 1589 10051
10009 540 10081
10057 1194 10000
10022 1072 10070
10076 1616 10083
10025 699 10018
10013 536 10032
10035 1263 10083
10047 1004 10081
10082 1117 10041
10027 685 10076
10023 521 10035
10081 764 10018
10047 1070 10043
10039 762 10009
10020 1122 10082
10067 599 10033
10002 999 10065
10073 830 10024
10064 1224 10008
10062 1174 10006
10009 906 10004
10054 1723 10043
10018 1931 10074
10069 1671 10045
10020 1283 10080
10071 1521 10079
10028 912 10043
10016 1626 10006
10047 802 10072
10007 717 10013
10059 1228 10015
10044 1571 10062
10083 1178 10081
10062 1362 10048
10056 1007 10005
10051 1895 10043
10005 704 10050
10072 1508 10063
10062 516 10067
10002 1548 10050
10054 1244 10032
10059 1258 10071
10069 1712 10024
10057 1053 10075
10065 1360 10001
10082 1005 10067
10052 1136 10061
10026 1144 10021
10000 541 10069
10084 1184 10039
10004 680 10016
10077 1574 10008
10057 1234 10008
10052 1238 10024
10012 1652 10067
10069 1247 10082
10020 558 10069
10036 1704 10047
10025 1232 10032
10017 834 10060
10016 640 10025
10002 536 10064
10014 1829 10018
10048 751 10042
10016 1458 10020
10065 1689 10069
10028 671 10084
10068 1498 10005
10043 873 10019
10077 1616 10070
10025 1598 10070
10047 938 10033
10022 1477 10048
10071 1821 10015
10067 601 10008
10047 1606 10004
10047 1504 10052
10049 877 10070
10009 767 10022
10002 958 10041
10039 1738 10040
10061 1647 10082
10008 1744 10000
10068 1424 10041
10079 1342 10037
10058 1927 10036
10076 1462 10079
10063 919 10038
10019 1325 10040
10047 954 10067
10012 1412 10067
10050 704 10035
10016 665 10061
10045 660 10003
10024 1005 10019
10010 851 10029
10071 817 10083
10038 1320 10039
10044 1125 10010
10005 1211 10058
10054 1517 10029
10029 673 10040
10052 1297 10002
10065 1518 10009
10051 1784 10023
10001 1998 10076
10029 942 10019
10004 885 10031
10026 824 10039
10013 871 10040
10046 1113 10063
10055 1629 10004
10010 1955 10041
10000 1544 10001
10061 1205 10028
10064 1981 10011
10050 1841 10054
10001 975 10058
10055 1614 10002
10024 1651 10083
10038 1128 10007
10050 1885 10074
10079 1528 10006
10073 947 10065
10034 984 10003
10011 1546 10029
10036 700 10074
10018 555 10076
10055 1768 10014
10058 571 10050
10016 1597 10017
10067 1447 10033
10020 1383 10083
10006 1661 10042
10045 1879 10080
10068 1949 10036
10026 1832 10003
10027 649 10048
10064 1085 10013
10028 1083 10003
10080 1613 10033
10047 1501 10041
10018 714 10023
10003 1783 10017
10076 1315 10021
10081 1739 10055
10051 1685 10011
10082 1391 10020
10007 835 10064
10070 1452 10043
10068 1453 10022
10020 1049 10021
10077 1211 10052
10015 1207 10068
10032 849 10049
10034 1947 10051
10082 806 10064
10040 1568 10077
10023 521 10045
10019 637 10008
10030 1125 10063
10037 1869 10032
10021 941 10065
10001 763 10055
10051 731 10067
10007 779 10072
10035 647 10002
10074 611 10039
10079 1280 10076
10035 892 10003
10029 1100 10020
10032 1307 10078
10026 628 10015
10035 907 10079
10047 1273 10013
10012 1081 10074
10045 1717 10055
10050 1822 10054
10022 1594 10082
10048 1369 10060
10063 958 10082
10063 1168 10067
10075 1893 10032
10014 1464 10059
10029 1027 10014
10008 968 10019
10071 1854 10019
10060 1804 10012
10070 1631 10078
10016 1815 10038
10068 859 10016
10066 901 10014
10010 1159 10074
10082 507 10016
10015 1279 10041
10072 1149 10059
10033 1306 10003
10055 1711 10076
10039 1894 10078
10033 1106 10028
10057 1954 10009
10025 1104 10004
10040 675 10071
10058 1775 10010
10075 781 10048
10054 1128 10082
10081 1482 10046
10018 641 10005
10030 1188 10005
10066 1107 10042
10075 663 10023
10078 1546 10083
10080 1954 10052
10011 1219 10078
10025 1486 10022
10045 1923 10040
10065 504 10025
10043 1821 10069
10080 1076 10048
10069 902 10032
10068 833 10058
10008 505 10041
10017 1382 10005
10024 906 10064
10011 1077 10071
10056 1321 10041
10045 1813 10026
10035 720 10055
10061 1751 10002
10018 1032 10053
10083 1760 10001
10003 646 10031
10017 1050 10018
10078 538 10022
10002 1820 10012
10024 1512 10026
10038 921 10025
10062 1827 10074
10029 654 10023
10050 955 10057
10067 1801 10063
10068 927 10020
10067 1099 10052
10072 711 10051
10031 1279 10065
10032 651 10083
10023 1954 10059
10005 1247 10046
10027 777 10073
10008 1857 10005
10037 1500 10050
10053 1206 10018
10051 1349 10013
10056 1630 10057
10021 1898 10050
10059 929 10074
10068 1004 10045
10023 700 10046
10069 1826 10055
10067 1739 10029
10020 1851 10025
10038 1598 10019
10016 1042 10024
10063 1050 10070
10076 1491 10027
10078 1595 10039
10060 1190 10017
10012 1052 10073
10081 1312 10031
10013 1832 10066
10032 1881 10033
10017 1845 10051
10076 569 10065
10031 1012 10014
10031 1261 10055
10047 1430 10021
10001 740 10061
10067 933 10036
10016 1184 10045
10018 1885 10015
10054 1606 10063
10051 552 10009
10030 826 10032
10039 975 10058
10018 1752 10012
10002 947 10068
10018 752 10000
10069 1125 10068
10074 1664 10044
10079 1087 10049
10031 1854 10009
10062 1514 10060
