consumer_id energy producer_id
10032 1042 10003
10056 1084 10076
10024 1469 10026
10002 1931 10038
10020 828 10067
10071 1990 10002
10059 840 10083
10030 1722 10057
10077 1219 10001
10078 643 10033
10024 1816 10035
10054 745 10047
10014 737 10015
10052 1211 10074
10073 1093 10078
10084 1300 10009
10064 1258 10042
10062 844 10026
10081 1201 10084
10031 694 10070
10024 626 10081
10019 1418 10046
10066 1517 10070
10045 1900 10056
10073 1578 10004
10030 1805 10067
10000 1571 10046
10079 1275 10047
10069 714 10020
10008 1466 10024
10050 1024 10031
10022 700 10008
10045 1100 10048
10001 1193 10025
10012 1229 10025
10052 858 10058
10066 1753 10028
10043 1136 10073
10028 897 10029
10057 1394 10015
10003 1913 10011
10007 537 10028
10038 1975 10016
10042 1916 10019
10055 873 10048
10013 1942 10040
10020 1075 10006
10074 1573 10059
10020 640 10014
10034 1945 10001
10082 1136 10071
10010 701 10011
10000 1064 10019
10039 666 10066
10025 691 10078
10070 656 10008
10062 872 10003
10084 537 10023
10015 1456 10078
10056 570 10065
10004 1492 10007
10010 667 10000
10047 1923 10036
10016 1761 10060
10084 1686 10014
10017 555 10071
10026 1482 10073
10011 1834 10003
10006 513 10056
10011 782 10052
10048 1551 10075
10081 1016 10026
10015 908 10012
10054 1204 10011
10064 1390 10035
10015 675 10034
10029 1066 10052
10019 1977 10038
10064 642 10052
10022 1612 10083
10001 1042 10027
10055 1012 10057
10010 1957 10015
10035 1756 10032
10045 1883 10079
10055 1499 10021
10081 876 10063
10002 841 10067
10084 1375 10038
10070 1596 10000
10081 1755 10000
10043 1077 10015
10000 567 10060
10075 500 10011
10083 1172 10032
10054 1158 10072
10040 1566 10042
10070 1992 10035
10005 914 10015
10028 1841 10078
10038 727 10004
10077 1084 10029
10004 1989 10050
10067 1848 10007
10006 1637 10047
10049 1452 10082
10017 701 10079
10034 592 10007
10025 1391 10062
10032 1817 10076
10044 1526 10019
10026 652 10038
10070 697 10015
10058 1661 10036
10057 979 10007
10062 1736 10057
10032 735 10061
10026 1321 10077
10039 1886 10034
10012 1880 10061
10026 692 10044
10028 1815 10082
10080 898 10070
10005 1709 10024
10024 1815 10004
10003 1771 10051
10016 648 10064
10052 665 10031
10005 1130 10045
10035 523 10007
10045 503 10039
10084 1465 10037
10014 1507 10003
10035 735 10002
10032 1420 10016
10042 581 10074
10070 1032 10040
10013 1826 10054
10071 1851 10023
10067 1989 10063
10078 1063 10055
10076 1511 10032
10038 1214 10016
10043 1209 10071
10016 883 10018
10019 926 10064
10074 1514 10001
10043 898 10083
10003 1858 10080
10027 565 10004
10008 1689 10078
10055 1574 10052
10003 1963 10068
10079 865 10045
10010 1649 10023
10022 1879 10011
10080 1235 10070
10066 1429 10031
10080 1994 10021
10037 1070 10070
10068 1143 10075
10044 1507 10075
10026 1528 10066
10004 1758 10080
10047 999 10022
10037 1439 10056
10071 1399 10041
10040 1168 10041
10046 1183 10063
10008 743 10039
10043 1752 10016
10070 1022 10081
10049 958 10015
10029 1370 10006
10002 1120 10065
10064 581 10000
10016 1869 10043
10044 1259 10020
10024 1382 10009
10025 909 10065
10026 1076 10079
10004 760 10025
10001 913 10057
10028 968 10084
10048 677 10078
10022 746 10016
10083 527 10056
10037 1517 10065
10075 1839 10052
10015 601 10038
10049 1848 10002
10069 1360 10027
10078 1542 10008
10005 1791 10068
10028 1256 10013
10073 961 10020
10063 1703 10026
10044 1698 10066
10001 1888 10002
10072 1770 10059
10034 1449 10044
10076 1906 10001
10025 1854 10063
10011 756 10062
10083 551 10039
10080 1962 10006
10081 1722 10078
10052 787 10003
10083 896 10019
10069 1112 10038
10004 562 10020
10041 1053 10025
10063 1116 10003
10036 1883 10082
10011 953 10024
10084 1363 10026
10030 697 10081
10082 592 10064
10045 650 10004
10000 1135 10014
10060 1425 10058
10042 1863 10056
10012 1186 10073
10062 1675 10001
10013 666 10000
10059 1051 10053
10054 932 10002
10051 1928 10013
10043 1414 10013
10044 1775 10016
10047 1100 10084
10044 744 10027
10066 1141 10037
10037 972 10036
10065 1033 10027
10027 965 10034
10076 1283 10079
10015 594 10076
10065 1668 10046
10000 1616 10044
10011 513 10041
10077 1975 10026
10008 1549 10004
10003 721 10004
10067 1070 10054
10020 549 10064
10045 1627 10037
10033 1369 10032
10042 1906 10044
10068 1528 10079
10032 1811 10055
10053 1380 10026
10077 555 10004
10003 883 10009
10043 912 10042
10007 1488 10022
10080 1531 10002
10084 1894 10064
10005 1679 10042
10036 772 10077
10005 1046 10030
10032 1372 10068
10024 515 10023
10024 1353 10009
10066 1347 10016
10031 1671 10063
10079 1483 10026
10084 644 10060
10012 1420 10048
10061 899 10044
10026 752 10009
10016 1907 10018
10016 624 10048
10058 1687 10062
10063 1669 10024
10015 1045 10066
10045 711 10065
10038 1180 10081
10079 1020 10075
10054 606 10061
10059 1231 10064
10020 1813 10041
10043 1294 10031
10020 1991 10071
10075 1403 10028
10044 830 10036
10006 1691 10042
10075 1289 10038
10047 1418 10003
10021 1002 10006
10063 1507 10059
10020 995 10048
10046 537 10057
10022 1780 10002
10080 839 10045
10008 1307 10066
10074 1594 10001
10082 928 10005
10013 1462 10079
10033 605 10021
10070 652 10003
10000 1124 10064
10078 1127 10005
10008 1198 10074
10019 530 10013
10079 659 10054
10065 1180 10047
10058 1002 10081
10032 1975 10046
10002 1821 10010
10035 1623 10034
10055 635 10010
10019 1459 10043
10003 1511 10056
10061 1498 10083
10083 1719 10071
10016 1345 10083
10051 1860 10046
10041 1071 10000
10021 1052 10009
10009 1046 10014
10070 1516 10076
10074 1206 10023
10059 1973 10072
10022 706 10067
10066 1122 10052
10079 1489 10054
10033 1328 10032
10057 1226 10034
10046 1308 10037
10077 1245 10010
10076 1805 10057
10052 1865 10019
10021 1278 10036
10084 1833 10021
10013 593 10022
10065 1465 10010
10064 1103 10038
10071 1805 10074
10022 746 10065
10010 523 10069
10034 556 10014
10010 1608 10050
10057 959 10012
10081 1426 10084
10008 951 10065
10043 1917 10038
10008 1344 10058
10038 1742 10025
10081 1090 10045
10025 1265 10044
10068 981 10002
10033 1204 10018
10008 523 10060
10018 1457 10033
10053 517 10051
10011 787 10064
10027 1321 10046
10036 1238 10047
10001 1090 10005
10014 1366 10036
10033 1233 10083
10030 840 10063
10068 988 10031
10055 1663 10050
10017 1242 10048
10055 1037 10024
10082 1777 10058
10023 990 10040
10030 736 10004
10027 1510 10042
10029 988 10065
10001 794 10078
10083 840 10059
10075 1344 10083
10057 974 10002
10048 792 10032
10046 808 10083
10011 1162 10000
10073 1634 10035
10046 679 10014
10064 701 10062
10042 1086 10071
10055 1537 10007
10059 1319 10079
10081 1161 10039
10002 1545 10022
10080 1607 10059
10081 1388 10079
10083 1906 10033
10033 813 10035
10005 1079 10037
10051 1510 10041
10068 1131 10026
10065 1254 10070
10065 1925 10037
10080 1836 10008
10057 739 10081
10071 912 10020
10049 1704 10027
10034 752 10025
10037 1181 10034
10014 713 10006
10058 1058 10047
10062 755 10009
10037 1651 10077
10037 1002 10055
10035 1945 10039
10056 1691 10029
10055 668 10052
10010 754 10080
10001 1081 10020
10030 1471 10017
10062 1882 10055
10030 1368 10064
10061 1746 10028
10067 1132 10066
10083 1004 10002
10078 1735 10053
10003 750 10049
10003 1071 10039
10004 1327 10039
10041 592 10028
10039 904 10027
10065 852 10052
10042 1855 10018
10038 1768 10002
10011 1490 10012
10015 1947 10056
10063 674 10038
10070 1336 10005
10039 844 10009
10071 1755 10046
10078 1181 10050
10068 1158 10011
10015 1929 10053
10032 1661 10058
10044 1078 10084
10003 1516 10032
10004 1080 10072
10020 1149 10053
10083 788 10056
10040 1197 10071
10071 873 10009
10035 933 10037
10002 1788 10008
10062 1579 10021
10031 772 10060
10042 1376 10072
10047 1693 10060
10004 1702 10035
10038 896 10029
10039 1610 10076
10026 1438 10067
10033 849 10059
10019 1017 10000
10033 1500 10004
10069 1024 10014
10012 1031 10061
10004 891 10041
10018 839 10040
10075 907 10013
10066 873 10057
10042 1837 10013
10052 978 10063
10025 1084 10022
10006 1528 10056
10044 579 10038
10063 1674 10048
10072 1487 10048
10017 788 10072
10068 1535 10066
10045 1902 10071
10024 979 10014
10013 1502 10016
10061 1382 10009
10064 1908 10004
10056 713 10026
10013 943 10077
10032 970 10076
10053 999 10072
10047 1141 10045
10032 1840 10027
10000 1371 10057
10082 576 10036
10032 1504 10007
10061 1267 10003
10046 1702 10068
10080 1447 10028
10036 707 10052
10041 1217 10028
10054 1899 10033
10006 1954 10081
10083 1323 10014
10014 1618 10017
10031 1628 10070
10069 1614 10008
10083 1479 10063
10014 1809 10056
10015 657 10027
10082 1323 10022
10074 1188 10078
10050 1094 10075
10068 677 10074
10034 1437 10073
10030 1465 10029
10051 1468 10061
10074 1876 10001
10003 789 10059
10015 1001 10026
10039 722 10071
10019 812 10060
10073 1327 10010
10083 568 10052
10083 1960 10077
10028 1387 10000
10008 1422 10060
10044 1719 10018
10053 600 10029
10041 915 10047
10001 2000 10072
10059 1399 10009
10053 1624 10015
10013 1887 10045
10015 1874 10021
10016 1251 10007
10079 1666 10033
10079 860 10070
10025 1086 10022
10066 1429 10056
10026 1342 10063
10039 545 10047
10050 1005 10040
10004 1698 10070
10079 738 10034
10063 790 10046
10044 695 10074
10007 1925 10064
10055 1783 10028
10035 1517 10062
10035 1249 10011
10080 892 10008
10028 699 10014
10026 1640 10020
10011 1968 10063
10052 831 10053
10084 1240 10029
10051 1250 10014
10063 779 10017
10077 1659 10003
10058 1489 10069
10045 1173 10081
10030 1035 10014
10064 1897 10057
10014 1912 10050
10035 1069 10030
10070 821 10052
10025 963 10047
10005 775 10076
10051 844 10024
10078 689 10022
10018 1383 10017
10043 1899 10015
10070 975 10072
10039 529 10047
10006 1490 10072
10005 1421 10007
10014 1701 10069
10051 1754 10044
10065 933 10080
10049 1666 10014
10081 1014 10006
10074 1990 10059
10015 1358 10082
10024 949 10005
10070 1786 10076
10059 1222 10017
10000 1984 10076
10050 727 10000
10053 1944 10025
10040 991 10051
10060 1964 10034
10079 1363 10002
10040 1667 10072
10005 1778 10039
10052 1578 10023
10055 1108 10044
10063 900 10008
10052 539 10035
10033 1125 10032
10068 1971 10059
10058 932 10035
10069 1182 10034
10052 679 10001
10021 834 10045
10014 728 10047
10028 854 10007
10052 996 10008
10056 1671 10012
10058 769 10044
10003 1825 10082
10083 1081 10059
10074 1951 10051
10049 767 10077
10003 1163 10076
10008 1279 10007
10038 707 10003
10015 591 10071
10051 1247 10061
10063 1386 10025
10063 505 10059
10067 1885 10056
10058 709 10069
10073 1905 10002
10066 1718 10035
10078 655 10042
10040 924 10047
10076 1288 10034
10027 1356 10005
10035 1876 10073
10069 1561 10001
10052 1010 10049
10043 694 10066
10065 1934 10000
10015 649 10039
10032 1790 10065
10080 1706 10046
10072 753 10048
10011 1885 10039
10046 599 10002
10060 553 10070
10015 1699 10080
10063 1512 10077
10021 1561 10082
10030 1564 10043
10008 1999 10080
10037 1971 10060
10033 1937 10045
10060 832 10009
10013 805 10062
10082 725 10009
10037 673 10061
10033 1755 10047
10045 1700 10061
10047 660 10044
10031 526 10025
10073 941 10079
10070 1274 10016
10083 1936 10034
10057 1722 10082
10007 1151 10024
10036 1990 10069
10016 1690 10043
10066 1391 10018
10044 681 10040
10012 1183 10019
10050 1807 10022
10004 1550 10015
10020 950 10058
10012 1905 10071
10078 1420 10076
10021 1848 10049
10052 1847 10017
10001 1949 10066
10035 1592 10081
10013 1849 10011
10027 1251 10052
10003 1461 10036
10033 1280 10029
10018 1619 10069
10065 1531 10006
10042 1967 10070
10028 1036 10065
10015 1962 10013
10037 1573 10081
10060 1003 10013
10026 999 10032
10033 645 10040
10042 1674 10031
10080 1276 10057
10063 511 10079
10026 1650 10047
10015 883 10008
10068 1385 10077
10073 1001 10071
10014 1752 10065
10023 1654 10046
10014 1987 10005
10052 1299 10071
10002 1160 10073
10046 1041 10077
10054 844 10047
10050 1171 10081
10025 1454 10078
10028 1565 10048
10073 1227 10018
10030 1983 10031
10054 848 10066
10052 1048 10081
10044 631 10045
10029 1521 10038
10002 1091 10048
10064 542 10036
10068 1825 10007
10061 1100 10028
10029 792 10014
10034 1302 10084
10068 1898 10054
10064 983 10069
10025 1135 10072
10055 521 10041
10063 1746 10006
10073 1989 10049
10016 1170 10059
10035 1135 10074
10050 1881 10076
10084 1412 10054
10047 1564 10052
10022 1886 10019
10039 1810 10008
10040 933 10062
10011 1897 10043
10064 680 10053
10056 997 10037
10002 644 10073
10067 1888 10074
10050 1784 10011
10028 1837 10032
10072 1872 10033
10006 1623 10047
10009 1731 10024
10062 1190 10017
10076 1123 10061
10046 1509 10076
10064 1457 10076
10054 757 10066
10021 588 10084
10023 770 10007
10026 1920 10082
10051 1697 10010
10024 1394 10054
10008 563 10060
10044 1168 10045
10081 630 10056
10029 1092 10014
10023 1198 10005
10018 1813 10003
10047 758 10042
10024 1667 10029
10068 1365 10066
10050 1746 10069
10004 980 10069
10054 1732 10039
10011 1530 10023
10065 641 10031
10042 573 10078
10075 1448 10052
10057 1392 10075
10013 1788 10051
10022 966 10074
10023 1557 10022
10067 1570 10026
10032 1743 10069
10053 1944 10028
10039 756 10009
10022 1228 10070
10056 1489 10081
10007 551 10039
10036 1134 10035
10027 1677 10049
10014 878 10026
10018 1425 10045
10042 1193 10055
10044 1880 10025
10041 1102 10011
10052 1522 10031
10054 1942 10030
10011 1892 10083
10067 1570 10013
10012 1180 10018
10083 974 10035
10026 1612 10068
10034 1406 10038
10054 1483 10057
10008 840 10056
10043 1649 10026
10033 1909 10014
10034 1838 10027
10036 1684 10040
10073 1462 10002
10045 1053 10072
10066 1370 10010
10038 693 10026
10079 560 10031
10037 1119 10013
10056 636 10072
10070 1848 10058
10023 1352 10079
10057 1067 10066
10017 926 10062
10024 1622 10012
10069 785 10079
10077 699 10069
10082 1773 10062
10053 1210 10016
10066 1931 10058
10008 772 10074
10033 1088 10026
10054 1141 10013
10014 1967 10074
10026 1771 10081
10060 1172 10065
10074 1763 10051
10081 1414 10023
10083 1734 10025
10036 1693 10011
10044 943 10081
10080 1172 10007
10004 1782 10010
10063 1851 10004
10043 1225 10080
10021 1236 10062
10041 1014 10032
10042 1184 10054
10052 805 10047
10034 1926 10046
10083 1382 10020
10040 1118 10071
10067 1441 10018
10011 1584 10033
10062 1850 10026
10082 1194 10020
10003 1804 10024
10017 1787 10079
10059 706 10037
10043 1012 10037
10054 1682 10033
10081 873 10038
10049 1794 10053
10045 1585 10036
10054 903 10078
10042 1382 10059
10002 1237 10016
10030 751 10018
10063 798 10025
10015 1544 10049
10073 631 10006
10072 1204 10069
10045 1257 10070
10038 1081 10046
10012 1404 10038
10029 664 10047
10002 1745 10044
10078 1809 10040
10047 1478 10003
10038 1908 10045
10077 575 10059
10081 888 10022
10027 929 10084
10014 1785 10054
10075 1153 10066
10031 525 10084
10063 965 10013
10081 862 10060
10065 1837 10051
10021 1726 10077
10021 581 10063
10040 1952 10044
10080 1308 10032
10058 989 10027
10071 1265 10077
10082 904 10022
10080 1964 10011
10038 1421 10073
10039 1450 10047
10049 1727 10040
10074 998 10079
10057 1788 10022
10057 1601 10058
10002 502 10033
10034 586 10061
10059 950 10073
10050 878 10068
10070 1487 10047
10061 1046 10014
10041 796 10044
10019 1551 10070
10064 1706 10019
10064 1093 10003
10070 1588 10007
10031 1662 10026
10035 1421 10065
10002 994 10037
10040 642 10009
10020 838 10057
10047 1029 10021
10003 673 10025
10063 1938 10081
10070 953 10043
10005 1588 10025
10002 1768 10019
10063 1316 10048
10030 1936 10019
10034 924 10017
10073 1881 10074
10026 1602 10068
10025 1804 10075
10069 1152 10033
10069 1981 10007
10008 928 10079
10045 1008 10015
10062 1032 10069
10004 603 10076
10058 1494 10028
10025 1623 10034
10053 667 10060
10001 714 10020
10035 690 10000
10007 682 10035
10017 1805 10076
10081 1630 10072
10054 1570 10011
10037 818 10050
10003 1118 10076
10061 1382 10077
10068 1249 10031
10053 762 10080
10082 1559 10072
10030 1169 10003
10062 1624 10014
10024 526 10011
10030 958 10009
10038 1424 10064
10005 607 10080
10043 598 10018
10019 1015 10016
10029 1709 10019
10068 917 10062
10046 687 10084
10002 1086 10039
10042 1125 10001
10024 948 10067
10014 662 10049
10001 724 10003
10013 1379 10018
10018 1107 10017
10005 708 10008
10001 1676 10063
10083 1320 10025
10053 1515 10080
10070 1540 10058
10042 691 10007
10016 875 10061
10028 1597 10060
10075 626 10043
10045 987 10072
10017 1694 10024
10001 770 10039
10064 679 10078
10020 1743 10044
10021 669 10052
10001 1491 10064
10000 769 10030
10046 1618 10060
10039 849 10009
10060 866 10046
10013 680 10003
10073 1102 10082
10021 1703 10045
10022 689 10070
10023 729 10062
10077 1555 10040
10012 508 10031
10005 1684 10069
10063 1697 10055
10039 1934 10052
10068 1079 10007
10022 1761 10001
10016 1281 10082
10003 1321 10027
10059 1611 10033
10033 1398 10039
10028 1304 10063
10044 683 10040
10033 1468 10022
10024 691 10063
10014 670 10034
10053 600 10072
10079 655 10038
10043 1186 10069
10036 1306 10029
10045 1304 10072
10010 1262 10083
10045 772 10006
10070 1818 10060
10012 577 10082
10040 1345 10017
10034 1552 10051
10044 1549 10007
10059 608 10056
10028 1223 10063
10020 1242 10075
10022 1826 10053
10014 2000 10048
10039 1687 10048
10047 1155 10003
10065 1526 10064
10007 856 10061
10031 822 10084
10041 1928 10021
10034 1012 10041
10002 802 10045
10066 1773 10012
10004 1513 10082
10071 1601 10066
10043 850 10050
10033 657 10055
10039 1855 10029
10014 1215 10071
10001 858 10069
10076 504 10059
10023 1387 10067
10017 987 10062
10012 1158 10033
10081 1205 10072
10047 1169 10082
10081 1345 10059
10023 1048 10071
10055 1697 10060
10038 592 10062
10033 926 10002
10015 615 10079
10074 1724 10036
10064 1626 10050
10001 1188 10058
10023 788 10001
10079 937 10004
10036 1044 10040
10018 1293 10081
10080 1210 10077
10065 1429 10027
10049 867 10050
10061 1679 10016
10082 1826 10008
10044 1672 10028
10059 1442 10014
10075 747 10022
10075 1767 10026
10080 765 10069
10072 591 10078
10054 1274 10032
10041 1701 10043
10042 1652 10026
10009 893 10024
10038 1355 10002
10056 1934 10016
10035 792 10069
10076 577 10080
10063 655 10052
10013 1871 10077
10001 1393 10010
10053 1398 10049
10057 1589 10063
10041 1803 10007
10066 1861 10023
10023 1129 10022
10058 754 10010
10068 1620 10067
10078 1176 10029
10070 1999 10078
10001 1402 10036
10074 514 10068
10052 977 10084
10076 1935 10002
10081 1176 10037
10064 869 10000
10013 1549 10014
10019 974 10021
10031 820 10078
10008 1785 10039
10042 799 10062
10077 691 10020
10039 1134 10027
10078 736 10067
10026 1295 10052
10014 1247 10007
10041 637 10031
10036 1345 10048
10079 532 10010
10034 1772 10036
10001 1970 10076
10042 1908 10049
10017 1190 10081
10045 984 10004
10017 1927 10020
10047 783 10061
10019 889 10013
10031 921 10005
10046 887 10001
10039 1172 10003
10060 1870 10031
10075 741 10022
10040 917 10045
10006 1923 10030
10009 1903 10013
10004 1766 10020
10014 690 10045
10013 1692 10077
10003 1900 10059
10007 529 10055
10001 1021 10068
10052 1659 10032
10028 1529 10055
10010 1070 10068
10052 1132 10042
10015 855 10069
10014 832 10073
10055 554 10039
10061 1739 10042
10038 1182 10046
10051 1589 10067
10004 1868 10069
10044 851 10019
10033 839 10070
10082 1912 10064
10005 1167 10002
10058 1941 10066
10057 1327 10058
10026 1393 10050
10065 1759 10079
10023 1603 10075
10046 1353 10045
10030 1646 10037
10012 1599 10013
10063 1141 10048
10039 732 10004
10020 1797 10084
10014 843 10027
10075 1115 10001
10049 1548 10016
10002 1679 10025
10078 1134 10058
10031 1748 10042
10029 1903 10013
10058 725 10006
10049 769 10010
10016 1134 10042
10023 1133 10045
10083 1193 10016
10078 883 10040
10025 1914 10019
10027 1188 10081
10056 1922 10015
10013 1336 10074
10081 1506 10016
10069 1422 10006
10031 1442 10022
10050 711 10031
10066 1934 10047
10071 837 10048
10015 1150 10001
10019 763 10035
10012 1438 10052
10075 969 10062
10059 1428 10028
10026 517 10003
10075 1002 10016
10044 964 10042
10070 1342 10077
10056 1761 10075
10036 1548 10024
10081 1856 10018
10002 807 10065
10012 1276 10051
10062 1123 10068
10029 807 10005
10073 1458 10036
10011 1713 10055
10074 1481 10069
10075 673 10044
10074 1811 10026
10076 1067 10041
10022 945 10039
10006 695 10068
10041 1406 10073
10063 1903 10064
10021 1600 10022
10084 1060 10075
10070 1574 10079
10028 1822 10021
10078 1184 10084
10069 1101 10051
10046 1386 10033
10051 826 10008
10029 1107 10024
10069 651 10060
10062 584 10019
10039 1389 10046
10052 1238 10071
10062 1117 10058
10062 1597 10064
10062 1161 10078
10025 1134 10009
10002 1397 10027
10083 1479 10001
10062 1191 10075
10037 984 10077
10046 1838 10078
10053 1433 10059
10029 963 10015
10053 1624 10022
10005 1343 10069
10044 1156 10032
10063 1583 10052
10001 734 10040
10081 1937 10021
10048 742 10041
10060 598 10079
10042 588 10026
10027 1935 10044
10010 1826 10012
10073 868 10029
10005 553 10065
10055 1871 10080
10070 539 10039
10060 1484 10049
10014 566 10078
10073 836 10023
10007 1067 10058
10066 1114 10023
10013 614 10066
10026 1547 10049
10058 662 10014
10031 1001 10013
10000 1964 10022
10038 1135 10076
10015 1831 10000
10076 1391 10034
10065 919 10072
10004 1512 10014
10040 895 10073
10018 1006 10074
10046 1321 10080
10080 659 10079
10002 716 10045
10074 651 10021
10047 1658 10023
10000 501 10065
10066 579 10014
10027 709 10060
10026 813 10034
10041 807 10084
10011 1430 10074
10036 1119 10023
10046 810 10044
10024 718 10029
10025 1011 10060
10063 802 10080
10052 1782 10030
10036 659 10031
10007 791 10078
10028 1701 10050
10058 1183 10006
10014 708 10084
10056 586 10006
10068 1925 10049
10064 996 10042
10012 1571 10011
10010 858 10017
10021 1143 10000
10048 1828 10042
10033 1291 10065
10065 1145 10004
10007 1930 10016
10048 1470 10011
10079 1718 10036
10065 1865 10046
10072 1971 10054
10004 1047 10076
10044 1746 10017
10083 1498 10039
10073 1697 10012
10035 1459 10076
10016 543 10052
10036 1672 10084
10046 1073 10013
10001 913 10059
10054 1110 10027
10007 777 10070
10050 536 10066
10004 737 10054
10029 1585 10036
10076 1661 10024
10056 1653 10035
10062 1613 10009
10078 1172 10054
10026 1294 10011
10066 736 10075
10075 933 10015
10080 760 10078
10037 645 10082
10080 621 10084
10031 1735 10041
10031 1289 10027
10002 1803 10004
10073 504 10078
10038 1774 10050
10066 1731 10027
10052 881 10001
10003 594 10006
10058 1937 10015
10030 549 10063
10059 1322 10032
10013 555 10068
10066 1184 10082
10063 1133 10010
10004 1404 10026
10077 1093 10084
10070 1967 10054
10020 1973 10053
10066 1379 10011
10069 1513 10060
10017 1750 10040
10016 1356 10020
10044 971 10023
10077 1871 10076
10076 1295 10005
10020 1928 10046
10079 553 10008
10042 1464 10060
10031 656 10062
10035 656 10074
10024 925 10002
10018 1950 10059
10030 1652 10000
10019 1442 10054
10058 1007 10048
10080 850 10018
10004 1490 10029
10034 1135 10056
10045 1175 10041
10031 1021 10054
10034 1984 10048
10027 1419 10024
10084 1232 10061
10070 1057 10051
10033 893 10061
10043 606 10053
10047 1118 10084
10001 991 10012
10051 831 10032
10025 1328 10073
10017 730 10072
10007 1371 10046
10016 1193 10080
10064 1499 10066
10024 2000 10048
10006 1363 10041
10081 1589 10018
10008 1782 10055
10033 1150 10058
