consumer_id energy producer_id
10026 1486 10066
10013 1243 10071
10050 1312 10051
10037 1204 10069
10041 616 10046
10066 1889 10060
10036 1073 10043
10026 1584 10051
10046 1633 10051
10051 975 10064
10079 1549 10003
10038 1444 10005
10026 606 10068
10038 1161 10008
10028 1945 10008
10049 1588 10072
10083 704 10084
10065 1730 10019
10073 977 10024
10076 1607 10028
10057 745 10008
10004 1180 10023
10021 1708 10051
10006 1067 10037
10039 1193 10023
10023 924 10011
10009 749 10034
10039 1785 10056
10073 1894 10041
10060 1242 10078
10072 713 10045
10033 534 10054
10031 1580 10020
10060 1307 10030
10011 1567 10075
10027 1877 10032
10043 531 10052
10050 1826 10070
10013 984 10062
10069 538 10049
10078 1993 10035
10015 1291 10053
10025 707 10066
10007 1920 10047
10063 545 10015
10032 1940 10026
10005 1139 10072
10034 1910 10050
10054 764 10033
10076 1665 10004
10005 1124 10030
10054 1745 10047
10066 1721 10017
10001 1717 10076
10065 765 10019
10040 1878 10054
10048 1032 10079
10067 1317 10027
10069 1716 10014
10046 1303 10020
10033 951 10016
10017 743 10067
10060 1440 10028
10005 1620 10010
10027 1461 10082
10039 1942 10016
10056 1463 10050
10052 1255 10024
10056 1952 10001
10006 1709 10058
10011 1995 10069
10073 807 10016
10043 1705 10077
10030 926 10083
10046 1214 10083
10062 816 10014
10057 1495 10018
10032 1876 10022
10068 1151 10062
10022 1084 10080
10046 892 10017
10011 795 10043
10007 1647 10078
10048 1506 10032
10014 877 10040
10069 1520 10028
10012 567 10054
10018 784 10023
10074 1421 10007
10024 1739 10004
10051 1067 10033
10065 564 10043
10039 1934 10001
10038 1459 10016
10044 536 10056
10026 1011 10000
10038 686 10010
10038 757 10052
10046 759 10062
10049 1905 10052
10010 836 10001
10011 1534 10061
10079 1591 10069
10004 1034 10036
10084 720 10016
10019 554 10020
10049 1353 10073
10060 1313 10081
10007 1224 10069
10062 1915 10031
10054 1636 10076
10082 609 10045
10050 1509 10032
10084 662 10032
10026 961 10066
10066 1990 10050
10020 634 10082
10066 1261 10029
10069 1352 10002
10053 1653 10071
10020 1906 10062
10045 1002 10059
10044 1157 10049
10048 1498 10054
10039 1059 10077
10034 1084 10004
10075 1487 10004
10041 1404 10033
10082 690 10045
10075 1757 10031
10044 1033 10035
10065 1094 10072
10050 1868 10081
10035 942 10042
10050 1138 10000
10057 861 10066
10062 678 10002
10053 512 10043
10044 1747 10029
10019 1004 10020
10016 777 10067
10017 1535 10049
10051 502 10016
10015 1379 10016
10020 1074 10042
10060 1191 10025
10067 1492 10068
10049 743 10004
10047 825 10025
10030 1806 10062
10037 888 10001
10025 1301 10058
10064 507 10017
10054 1308 10050
10065 579 10052
10007 1286 10052
10018 1781 10014
10046 1883 10041
10027 922 10005
10070 997 10006
10014 1330 10039
10020 1675 10041
10002 1418 10068
10054 682 10066
10062 1748 10028
10007 869 10013
10078 616 10082
10044 674 10027
10063 1350 10050
10051 1158 10004
10071 945 10011
10007 903 10074
10079 865 10073
10032 1708 10020
10060 1272 10002
10016 795 10013
10043 538 10004
10057 894 10010
10050 1808 10011
10069 1962 10051
10027 1397 10058
10068 1245 10006
10084 1451 10076
10083 1594 10020
10080 693 10082
10001 1524 10029
10044 1860 10021
10059 557 10028
10061 1658 10081
10069 969 10071
10012 724 10078
10000 1545 10069
10052 1407 10053
10040 1228 10003
10064 1251 10012
10042 1237 10044
10031 1641 10019
10053 1904 10045
10055 1335 10075
10074 1326 10076
10012 1937 10063
10063 1313 10079
10007 1260 10043
10065 1856 10037
10017 1027 10018
10054 1729 10051
10033 1152 10081
10029 581 10046
10075 852 10048
10073 1876 10031
10026 1363 10058
10054 971 10020
10005 1443 10071
10040 1291 10051
10016 965 10052
10017 1952 10046
10040 1500 10070
10040 1414 10011
10017 901 10083
10023 1186 10015
10004 1862 10029
10084 1715 10038
10014 1457 10019
10022 1290 10044
10055 1674 10005
10017 1940 10034
10031 1425 10037
10000 1508 10052
10001 1536 10049
10046 674 10047
10059 863 10045
10036 1437 10072
10013 1058 10007
10030 1533 10031
10074 1609 10030
10068 1103 10031
10048 1344 10025
10083 1899 10080
10040 736 10030
10045 1770 10046
10003 1326 10040
10014 852 10049
10021 709 10070
10067 1201 10019
10050 1039 10046
10013 1619 10076
10070 1886 10037
10008 1899 10000
10024 1025 10000
10045 835 10031
10072 638 10028
10029 1570 10041
10070 1975 10068
10019 1443 10020
10026 1137 10055
10083 1140 10013
10051 1854 10011
10052 827 10033
10075 575 10061
