consumer_id energy producer_id
10006 1396 10068
10008 687 10053
10030 1139 10042
10021 1584 10066
10032 1576 10002
10048 1983 10024
10078 519 10010
10079 851 10050
10072 1526 10081
10074 1435 10015
10025 1142 10068
10074 1891 10048
10030 1648 10047
10016 1674 10054
10078 1155 10073
10069 1348 10083
10032 1575 10064
10066 1850 10078
10073 512 10013
10062 1988 10014
10001 531 10051
10018 1369 10023
10007 612 10004
10032 1219 10017
10046 757 10013
10063 1249 10049
10015 1651 10011
10050 1310 10053
10053 1272 10027
10025 1622 10008
10010 1474 10024
10014 542 10062
10045 706 10015
10010 950 10069
10000 1765 10083
10046 1424 10073
10002 1424 10073
10004 1634 10033
10056 867 10030
10041 1700 10030
10042 775 10068
10041 1249 10027
10061 599 10068
10062 1109 10036
10036 1089 10034
10004 1556 10060
10000 1875 10004
10080 880 10081
10012 1723 10078
10056 1181 10038
10008 994 10042
10062 1465 10066
10036 883 10071
10056 1958 10003
10063 1396 10084
10032 505 10015
10035 746 10074
10040 1984 10018
10038 1985 10047
10058 1862 10082
10041 808 10079
10004 788 10012
10001 1939 10076
10075 725 10078
10080 509 10010
10013 843 10018
10044 1474 10069
10079 946 10053
10050 835 10042
10013 1644 10067
10074 1009 10082
10084 1822 10025
10068 798 10028
10054 1971 10082
10048 1446 10065
10039 867 10079
10023 1592 10027
10045 1982 10039
10057 1113 10019
10005 893 10046
10074 1654 10001
10037 1114 10002
10001 1896 10064
10043 1644 10023
10061 545 10022
10056 936 10001
10075 1003 10010
10014 1108 10078
10001 1233 10040
10072 1198 10077
10074 812 10051
10047 1007 10059
10012 702 10052
10014 1053 10003
10016 1445 10021
10067 1775 10000
10030 1916 10008
10016 1084 10060
10021 820 10015
10013 997 10039
10009 1184 10025
10010 1185 10039
10056 789 10008
10010 1257 10015
10023 865 10066
10035 1687 10036
10042 1345 10081
10036 1402 10049
10024 1441 10006
10002 995 10023
10018 1196 10040
10042 1135 10071
10055 1701 10053
10041 1538 10078
10023 1388 10027
10033 1336 10034
10008 1307 10027
10080 1912 10022
10067 1760 10059
10014 1788 10068
10067 1795 10012
10019 516 10023
10036 1994 10048
10027 1028 10003
10018 1430 10036
10032 1464 10073
10021 549 10022
10064 665 10075
10000 852 10057
10071 1099 10063
10071 1104 10063
10027 1353 10084
10036 908 10022
10081 1816 10082
10010 1749 10059
10001 720 10038
10033 606 10056
10001 1231 10079
10033 1121 10021
10049 1740 10068
10067 653 10064
10061 1175 10010
10067 924 10037
10029 601 10049
10029 1810 10031
10062 1723 10020
10035 1937 10051
10042 1098 10047
10053 976 10052
10027 1160 10043
10031 1459 10084
10021 1867 10022
10050 787 10020
10016 1646 10079
10002 550 10040
10078 1272 10018
10012 758 10062
10052 1225 10008
10034 1351 10047
10041 1437 10065
10074 1806 10014
10081 1055 10030
10055 1208 10023
